person,text,processed_text,description,processed_description,type,category
John_Amos_Comenius,"John Amos Comenius (; Czech: Jan Amos Komenský; German: Johann Amos Comenius; Latinized: Ioannes Amos Comenius; 28 March 1592 – 15 November 1670) was a Moravian philosopher, pedagogue and theologian from the Margraviate of Moravia who is considered the father of modern education. He served as the last bishop of the Unity of the Brethren before becoming a religious refugee and one of the earliest champions of universal education, a concept eventually set forth in his book Didactica Magna. As an educator and theologian, he led schools and advised governments across Protestant Europe through the middle of the seventeenth century. Comenius introduced a number of educational concepts and innovations including pictorial textbooks written in native languages instead of Latin, teaching based in gradual development from simple to more comprehensive concepts, lifelong learning with a focus on logical thinking over dull memorization, equal opportunity for impoverished children , education for women, and universal and practical instruction. Besides his native Bohemian Crown, he lived and worked in other regions of the Holy Roman Empire, and other countries: Sweden, the Polish–Lithuanian Commonwealth, Transylvania, England, the Netherlands and Hungary.","john amos comenius ( ; czech : jan amos komenský ; german : johann amos comenius ; latinized : ioannes amos comenius ; 28 march 1592 – 15 november 1670 ) moravian philosopher , pedagogue theologian margraviate moravia considered father modern education . served last bishop unity brethren becoming religious refugee one earliest champions universal education , concept eventually set forth book didactica magna . educator theologian , led schools advised governments across protestant europe middle seventeenth century . comenius introduced number educational concepts innovations including pictorial textbooks written native languages instead latin , teaching based gradual development simple comprehensive concepts , lifelong learning focus logical thinking dull memorization , equal opportunity impoverished children , education women , universal practical instruction . besides native bohemian crown , lived worked regions holy roman empire , countries : sweden , polish–lithuanian commonwealth , transylvania , england , netherlands hungary .","Czech teacher, educator, philosopher and writer (1592-1670)","czech teacher , educator , philosopher writer ( 1592-1670 )",A,writer
Lance_Tingay,"Lance Tingay (15 July 1915 – 10 March 1990) was a British sports journalist, historian, and author of several tennis books. For many years his annual ranking of top tennis players was ""the only one that counted"" before ATP rankings were introduced in 1973. Tingay began his journalistic career with the Exchange Telegraph news agency. During World War II, he served in the Royal Air Force. Tingay was the tennis correspondent for The Daily Telegraph from 1952 until his retirement in 1981.","lance tingay ( 15 july 1915 – 10 march 1990 ) british sports journalist , historian , author several tennis books . many years annual ranking top tennis players `` one counted '' atp rankings introduced 1973 . tingay began journalistic career exchange telegraph news agency . world war ii , served royal air force . tingay tennis correspondent daily telegraph 1952 retirement 1981 .","British sports journalist and writer, member of the International Tennis Hall of Fame","british sports journalist writer , member international tennis hall fame",A,writer
Kazimierz_Bein,"Kazimierz Bein (1872 – 15 June 1959), often referred to by his pseudonym Kabe, was a Polish ophthalmologist, the founder and sometime director of the Warsaw Ophthalmic Institute (Warszawski Instytut Oftalmiczny). He was also, for a time, a prominent Esperanto author, translator and activist, until in 1911 he suddenly, without explanation, abandoned the Esperanto movement. Bein became at least as well known for his involvement with Esperanto as for his medical accomplishments, and as much for the manner in which he left the Esperanto movement as for what he had accomplished within it. As a young man, Bein participated in the Polish movement for independence from Russia, for which he was exiled for several years; thus he was forced to finish his medical training in Kazan. Bein authored many technical books and articles, and founded the Warsaw Ophthalmic Institute and the Polish Ophthalmological Society.","kazimierz bein ( 1872 – 15 june 1959 ) , often referred pseudonym kabe , polish ophthalmologist , founder sometime director warsaw ophthalmic institute ( warszawski instytut oftalmiczny ) . also , time , prominent esperanto author , translator activist , 1911 suddenly , without explanation , abandoned esperanto movement . bein became least well known involvement esperanto medical accomplishments , much manner left esperanto movement accomplished within . young man , bein participated polish movement independence russia , exiled several years ; thus forced finish medical training kazan . bein authored many technical books articles , founded warsaw ophthalmic institute polish ophthalmological society .","Polish ophthalmologist, lexicographer, translator and esperantist","polish ophthalmologist , lexicographer , translator esperantist",A,writer
Julio_Baghy,"Julio Baghy (13 January 1891, Szeged – 18 March 1967, Budapest; in Hungarian Baghy Gyula) was a Hungarian actor and one of the leading authors of the Esperanto movement. He is the author of several famous novels but it is particularly in the field of poetry that he proved his mastery of Esperanto. Baghy was born into a theatrical family — his father was an actor, and his mother a stage prompter. He began learning Esperanto in 1911. He started work as an actor and theatre manager, but the First World War intervened and took him out of his home country for six years.","julio baghy ( 13 january 1891 , szeged – 18 march 1967 , budapest ; hungarian baghy gyula ) hungarian actor one leading authors esperanto movement . author several famous novels particularly field poetry proved mastery esperanto . baghy born theatrical family — father actor , mother stage prompter . began learning esperanto 1911 . started work actor theatre manager , first world war intervened took home country six years .","Hungarian actor, author, novelist, poet, publisher and Esperantist","hungarian actor , author , novelist , poet , publisher esperantist",A,writer
William_Auld,"William Auld (born 6 November 1924 in Erith (Greater London) – died 11 September 2006 in Dollair) was a British (Scottish) poet, author, translator and magazine editor who wrote chiefly in Esperanto. Auld was born at Erith in Kent, and then moved to Glasgow with his parents, attending Allan Glen's School. After wartime service in the Royal Armed Forces, he studied English literature at Glasgow University, and then qualified as a teacher.In 1960, he was appointed to a secondary school in Alloa and he remained there for the rest of his life. He was nominated for the Nobel Prize in Literature in 1999, 2004, and 2006, making him the first person nominated for works in Esperanto.His masterpiece, La infana raso (The Infant Race), is a long poem that, in Auld's words, explores ""the role of the human race in time and in the cosmos,"" and is partly based on The Cantos by Ezra Pound.Auld began to learn Esperanto in 1937 but only became active in the propagation of the language in 1947, and from then on wrote many works in Esperanto. He edited various magazines and reviews, including Esperanto en Skotlando (1949–1955), Esperanto (1955–1958, 1961–1962), Monda Kulturo (1962–1963), Norda Prismo (1968–1972), La Brita Esperantisto (1973–1999) and Fonto (1980–1987).He was Vice President of the Universal Esperanto Association (1977–1980), President of the Academy of Esperanto (1979–1983), and President of the Esperanto PEN Centre (1999–2005).","william auld ( born 6 november 1924 erith ( greater london ) – died 11 september 2006 dollair ) british ( scottish ) poet , author , translator magazine editor wrote chiefly esperanto . auld born erith kent , moved glasgow parents , attending allan glen 's school . wartime service royal armed forces , studied english literature glasgow university , qualified teacher.in 1960 , appointed secondary school alloa remained rest life . nominated nobel prize literature 1999 , 2004 , 2006 , making first person nominated works esperanto.his masterpiece , la infana raso ( infant race ) , long poem , auld 's words , explores `` role human race time cosmos , '' partly based cantos ezra pound.auld began learn esperanto 1937 became active propagation language 1947 , wrote many works esperanto . edited various magazines reviews , including esperanto en skotlando ( 1949–1955 ) , esperanto ( 1955–1958 , 1961–1962 ) , monda kulturo ( 1962–1963 ) , norda prismo ( 1968–1972 ) , la brita esperantisto ( 1973–1999 ) fonto ( 1980–1987 ) .he vice president universal esperanto association ( 1977–1980 ) , president academy esperanto ( 1979–1983 ) , president esperanto pen centre ( 1999–2005 ) .","Scottish poet, author, translator","scottish poet , author , translator",A,writer
Umberto_Eco,"Umberto Eco  (5 January 1932 – 19 February 2016) was an Italian medievalist, philosopher, semiotician, cultural critic, political and social commentator, and novelist. In English, he is  best known for his popular 1980 novel The Name of the Rose, a historical mystery combining semiotics in fiction with biblical analysis, medieval studies, and literary theory, and  Foucault's Pendulum, his 1988 novel which touches on similar themes.Eco wrote prolifically throughout his life, with his output including children's books, translations from French and English, and a twice-monthly newspaper column “La Bustina di Minerva” (Minerva’s Matchbook) in the magazine L'Espresso beginning in 1985, with his last column (a critical appraisal of the Romantic paintings of Francesco Hayez) appearing 27 January 2016. At the time of his death, he was an emeritus professor at the University of Bologna, where he taught for much of his life. Eco was born on 5 January 1932 in the city of Alessandria, in Piedmont in northern Italy, and he attended high school there. His father, Giulio, one of thirteen children, was an accountant before the government called him to serve in three wars.","umberto eco ( 5 january 1932 – 19 february 2016 ) italian medievalist , philosopher , semiotician , cultural critic , political social commentator , novelist . english , best known popular 1980 novel name rose , historical mystery combining semiotics fiction biblical analysis , medieval studies , literary theory , foucault 's pendulum , 1988 novel touches similar themes.eco wrote prolifically throughout life , output including children 's books , translations french english , twice-monthly newspaper column “ la bustina di minerva ” ( minerva ’ matchbook ) magazine l'espresso beginning 1985 , last column ( critical appraisal romantic paintings francesco hayez ) appearing 27 january 2016 . time death , emeritus professor university bologna , taught much life . eco born 5 january 1932 city alessandria , piedmont northern italy , attended high school . father , giulio , one thirteen children , accountant government called serve three wars .","Italian semiotician, essayist, philosopher, literary critic, and novelist","italian semiotician , essayist , philosopher , literary critic , novelist",A,writer
Probal_Dasgupta,"Probal Dasgupta (born 1953 in Kolkata, India) is an Indian Linguist, Esperanto speaker and activist. Dasgupta's interest in linguistics started at a very young age. He published his first article in phonology at the age of eighteen in  Indian Linguistics the journal of the Linguistic Society of India His 1980 New York University Ph.D dissertation Questions and Relative and Complement Clauses in a Bangla Grammar is considered one of the seminal works in Bangla syntax. Apart from syntax Dasgupta has worked and written a great deal on morphology and sociolinguistics. He has developed a new approach to linguistics, called Substantivism, in partnership with Rajendra Singh, whose approach to morphology (Whole Word Morphology) forms part of the substantivist programme.","probal dasgupta ( born 1953 kolkata , india ) indian linguist , esperanto speaker activist . dasgupta 's interest linguistics started young age . published first article phonology age eighteen indian linguistics journal linguistic society india 1980 new york university ph.d dissertation questions relative complement clauses bangla grammar considered one seminal works bangla syntax . apart syntax dasgupta worked written great deal morphology sociolinguistics . developed new approach linguistics , called substantivism , partnership rajendra singh , whose approach morphology ( whole word morphology ) forms part substantivist programme .",former president of the Universala Esperanto-Asocio,former president universala esperanto-asocio,A,writer
Susan_Polgar,"Susan Polgar (born April 19, 1969, as Polgár Zsuzsanna and often known as Zsuzsa Polgár) is a Hungarian and American chess player. Polgár was Women's World Champion from 1996 to 1999. On the FIDE rating list of July 1984, at the age of 15, she became the top-ranked female player in the world. In 1991 she became the third woman to be awarded the title of Grandmaster by FIDE. She won twelve medals at the Women's Chess Olympiad (5 gold, 4 silver and 3 bronze).","susan polgar ( born april 19 , 1969 , polgár zsuzsanna often known zsuzsa polgár ) hungarian american chess player . polgár women 's world champion 1996 1999 . fide rating list july 1984 , age 15 , became top-ranked female player world . 1991 became third woman awarded title grandmaster fide . twelve medals women 's chess olympiad ( 5 gold , 4 silver 3 bronze ) .",Hungarian chess player,hungarian chess player,A,writer
Boris_Kolker,"Boris Grigorevich Kolker (Russian: Борис Григорьевич Колкер; born July 15, 1939 in Tiraspol, Moldavian ASSR, Soviet Union) is a language teacher, translator and advocate of the international language Esperanto. He was until 1993 a Soviet and Russian citizen and since then has been a resident and citizen of the United States residing in Cleveland, Ohio. In 1985 he was awarded a Ph.D. in linguistics from the Institute of Linguistics of the Academy of Sciences of the USSR in Moscow. Dr. Kolker learned Esperanto in 1957 and is the author of articles on interlinguistics, book reviews and three famous Esperanto textbooks for students of different levels. Due to the great popularity of his book eo:Vojaĝo en Esperanto-lando (Travels in Esperanto-Land), which is both a proficiency course in Esperanto and a guidebook to Esperanto culture, he is known to many as a guide to Esperanto-Land.Kolker is a member of the Academy of Esperanto, an honorary member of the World Esperanto Association (Universala Esperanto Asocio), and an associate editor of the monthly magazine Monato.","boris grigorevich kolker ( russian : борис григорьевич колкер ; born july 15 , 1939 tiraspol , moldavian assr , soviet union ) language teacher , translator advocate international language esperanto . 1993 soviet russian citizen since resident citizen united states residing cleveland , ohio . 1985 awarded ph.d. linguistics institute linguistics academy sciences ussr moscow . dr. kolker learned esperanto 1957 author articles interlinguistics , book reviews three famous esperanto textbooks students different levels . due great popularity book eo : vojaĝo en esperanto-lando ( travels esperanto-land ) , proficiency course esperanto guidebook esperanto culture , known many guide esperanto-land.kolker member academy esperanto , honorary member world esperanto association ( universala esperanto asocio ) , associate editor monthly magazine monato .","language teacher, translator","language teacher , translator",A,writer
Sonja_Lang,"Toki Pona (IPA: [ˈtoki ˈpona] (listen); English: ) is a philosophical artistic constructed language (or philosophical artlang) known for its small vocabulary. It was created by Canadian linguist and translator Sonja Lang for the purpose of simplifying thoughts and communication. It was first published online in 2001 as a draft, and later in complete form in the book Toki Pona: The Language of Good in 2014. A small community of speakers developed in the early 2000s. While activity mostly takes place online in chat rooms, on social media, and in other groups, there were a few organized in-person meetings during the 2000s and 2010s.","toki pona ( ipa : [ ˈtoki ˈpona ] ( listen ) ; english : ) philosophical artistic constructed language ( philosophical artlang ) known small vocabulary . created canadian linguist translator sonja lang purpose simplifying thoughts communication . first published online 2001 draft , later complete form book toki pona : language good 2014 . small community speakers developed early 2000s . activity mostly takes place online chat rooms , social media , groups , organized in-person meetings 2000s 2010s .","linguist and translator, creator of Toki Pona","linguist translator , creator toki pona",A,writer
Daniel_Tammet,"Daniel Tammet  (born 31 January 1979) is an English essayist, novelist, poet, translator, and autistic savant. His memoir, Born on a Blue Day (2006), is about his early life with Asperger syndrome and savant syndrome, and was named a ""Best Book for Young Adults"" in 2008 by the American Library Association's Young Adult Library Services magazine. His second book, Embracing the Wide Sky, was one of France's best-selling books of 2009. His third book, Thinking in Numbers, was published in 2012 by Hodder & Stoughton in the United Kingdom and in 2013 by Little, Brown and Company in the United States and Canada. In 2016 he published his debut novel, Mishenka, in France and Quebec.","daniel tammet ( born 31 january 1979 ) english essayist , novelist , poet , translator , autistic savant . memoir , born blue day ( 2006 ) , early life asperger syndrome savant syndrome , named `` best book young adults '' 2008 american library association 's young adult library services magazine . second book , embracing wide sky , one france 's best-selling books 2009 . third book , thinking numbers , published 2012 hodder & stoughton united kingdom 2013 little , brown company united states canada . 2016 published debut novel , mishenka , france quebec .","British writer, essayist and autistic savant","british writer , essayist autistic savant",A,writer
Jorge_Camacho_(writer),"Jorge Camacho Cordón (born 18 November 1966, Zafra) is a writer in Esperanto and Spanish. Camacho was born in Zafra, Spain and learned Esperanto in 1980. He was a member of the Academy of Esperanto from 1992 until 2001. Since 1995 he has worked in Brussels as an interpreter for the European Union from English and Finnish into Spanish. Camacho was elected to the Academy of Esperanto in 1992, but on 15 August 2001 he announced his resignation due to disappointment with the Esperanto movement.","jorge camacho cordón ( born 18 november 1966 , zafra ) writer esperanto spanish . camacho born zafra , spain learned esperanto 1980 . member academy esperanto 1992 2001 . since 1995 worked brussels interpreter european union english finnish spanish . camacho elected academy esperanto 1992 , 15 august 2001 announced resignation due disappointment esperanto movement .",writer in Esperanto and Spanish,writer esperanto spanish,A,writer
Tron_Øgrim,"Tron Øgrim (Norwegian pronunciation: [trun øɡrim]; 27 June 1947 – 23 May 2007) was a Norwegian journalist, author and politician. He was active in Socialist Youth Union (later Red Youth) from 1965  to 1973, and a central figure in the Workers' Communist Party from 1973 to 1984. In addition to being a politician, Øgrim was an author of political works and several science fiction novels. He was notable for communicating in a non-standard eastern Oslo dialect, even where he might have been expected to use standardized Bokmål. Born in Oslo, Norway, Øgrim was one of the most influential people in Norway's Marxist-Leninist movement in the sixties and seventies.","tron øgrim ( norwegian pronunciation : [ trun øɡrim ] ; 27 june 1947 – 23 may 2007 ) norwegian journalist , author politician . active socialist youth union ( later red youth ) 1965 1973 , central figure workers ' communist party 1973 1984 . addition politician , øgrim author political works several science fiction novels . notable communicating non-standard eastern oslo dialect , even might expected use standardized bokmål . born oslo , norway , øgrim one influential people norway 's marxist-leninist movement sixties seventies .","Norwegian journalist, author and politician (1947-2007)","norwegian journalist , author politician ( 1947-2007 )",A,writer
André_Cluysenaar,"André Edmond Alfred Cluysenaar (31 May 1872, Saint-Gilles - 17 April 1939, Uccle) was a Belgian painter. He was especially known for portraits and female figures. He was member of the Cluysenaar family, descendant from a long line of architects who originated in Aachen, where the family name was spelled ""Klausener"". Perhaps the best-known among these was his grandfather Jean-Pierre Cluysenaar. His wife, Alice Gordon, was related to Lord Byron.","andré edmond alfred cluysenaar ( 31 may 1872 , saint-gilles - 17 april 1939 , uccle ) belgian painter . especially known portraits female figures . member cluysenaar family , descendant long line architects originated aachen , family name spelled `` klausener '' . perhaps best-known among grandfather jean-pierre cluysenaar . wife , alice gordon , related lord byron .",Belgian painter (1872-1939),belgian painter ( 1872-1939 ),A,painter
Pierre-Auguste_Renoir,"Pierre-Auguste Renoir (French: [pjɛʁ oɡyst ʁənwaʁ]; 25 February 1841 – 3 December 1919) was a French artist who was a leading painter in the development of the Impressionist style. As a celebrator of beauty and especially feminine sensuality, it has been said that ""Renoir is the final representative of a tradition which runs directly from Rubens to Watteau. ""He was the father of actor Pierre Renoir (1885–1952), filmmaker Jean Renoir (1894–1979) and ceramic artist Claude Renoir (1901–1969). He was the grandfather of the filmmaker Claude Renoir (1913–1993), son of Pierre. Pierre-Auguste Renoir was born in Limoges, Haute-Vienne, France, in 1841.","pierre-auguste renoir ( french : [ pjɛʁ oɡyst ʁənwaʁ ] ; 25 february 1841 – 3 december 1919 ) french artist leading painter development impressionist style . celebrator beauty especially feminine sensuality , said `` renoir final representative tradition runs directly rubens watteau . `` father actor pierre renoir ( 1885–1952 ) , filmmaker jean renoir ( 1894–1979 ) ceramic artist claude renoir ( 1901–1969 ) . grandfather filmmaker claude renoir ( 1913–1993 ) , son pierre . pierre-auguste renoir born limoges , haute-vienne , france , 1841 .",French painter and sculptor (1841-1919),french painter sculptor ( 1841-1919 ),A,painter
Willem_Claesz._Heda,"Willem Claesz. Heda (December 14, 1593/1594 – c. 1680/1682) was a Dutch Golden Age artist from the city of Haarlem devoted exclusively to the painting of still life. He is known for his innovation of the late breakfast genre of still life painting. Heda was born in Haarlem, the son of the Haarlem city architect Claes Pietersz. His mother Anna Claesdr was a member of the Heda family.","willem claesz . heda ( december 14 , 1593/1594 – c. 1680/1682 ) dutch golden age artist city haarlem devoted exclusively painting still life . known innovation late breakfast genre still life painting . heda born haarlem , son haarlem city architect claes pietersz . mother anna claesdr member heda family .",painter from the Northern Netherlands (1594-1680),painter northern netherlands ( 1594-1680 ),A,painter
Caspar_Wolf,"Caspar Wolf (Muri, Aargau, 3 May 1735 – Heidelberg, 6 October 1783) was a Swiss painter, known mostly for his dramatic paintings of the Alps. He was strongly influenced by Albrecht von Haller's poems on the Alps, and the Sturm und Drang movement. After 1773 Wolf mostly painted glaciers, caves, waterfalls and gorges. Wolf was the son of a furniture maker, who was banned from his city. Wolf was trained in Konstanz, between 1753 and 1759 he worked in Augsburg, Munich, Passau as a decoration painter.","caspar wolf ( muri , aargau , 3 may 1735 – heidelberg , 6 october 1783 ) swiss painter , known mostly dramatic paintings alps . strongly influenced albrecht von haller 's poems alps , sturm und drang movement . 1773 wolf mostly painted glaciers , caves , waterfalls gorges . wolf son furniture maker , banned city . wolf trained konstanz , 1753 1759 worked augsburg , munich , passau decoration painter .",Swiss painter (1735-1783),swiss painter ( 1735-1783 ),A,painter
Édouard_Manet,"Édouard Manet (UK: , US: , French: [edwaʁ manɛ]; 23 January 1832 – 30 April 1883) was a French modernist painter. He was one of the first 19th-century artists to paint modern life, and a pivotal figure in the transition from Realism to Impressionism. Born into an upper-class household with strong political connections, Manet rejected the future originally envisioned for him, and became engrossed in the world of painting. His early masterworks, The Luncheon on the Grass (Le déjeuner sur l'herbe) and Olympia, both 1863, caused great controversy and served as rallying points for the young painters who would create Impressionism. Today, these are considered watershed paintings that mark the start of modern art.","édouard manet ( uk : , us : , french : [ edwaʁ manɛ ] ; 23 january 1832 – 30 april 1883 ) french modernist painter . one first 19th-century artists paint modern life , pivotal figure transition realism impressionism . born upper-class household strong political connections , manet rejected future originally envisioned , became engrossed world painting . early masterworks , luncheon grass ( le déjeuner sur l'herbe ) olympia , 1863 , caused great controversy served rallying points young painters would create impressionism . today , considered watershed paintings mark start modern art .",French painter (1832-1883),french painter ( 1832-1883 ),A,painter
Giovanni_Benedetto_Castiglione,"Giovanni Benedetto Castiglione (baptized 23 March 1609 – 5 May 1664) was an Italian Baroque painter, printmaker and draftsman, of the Genoese school. He is best known now for his etchings, and as the inventor of the printmaking technique of monotyping. He was known as Il Grechetto in Italy and in France as Le Benédette. Castiglione was born in Genoa. The biographer of Genoese painters, Raffaele Soprani says his parents had him places in the studio of Giovanni Battista Paggi.","giovanni benedetto castiglione ( baptized 23 march 1609 – 5 may 1664 ) italian baroque painter , printmaker draftsman , genoese school . best known etchings , inventor printmaking technique monotyping . known il grechetto italy france le benédette . castiglione born genoa . biographer genoese painters , raffaele soprani says parents places studio giovanni battista paggi .","Italian Baroque artist, painter, printmaker and draftsman","italian baroque artist , painter , printmaker draftsman",A,painter
Johannes_Vermeer,"Johannes Vermeer ( vər-MEER, vər-MAIR, Dutch: [vərˈmeːr], see below; October 1632 – December 1675) was a Dutch Baroque Period painter who specialized in domestic interior scenes of middle class life. During his lifetime, he was a moderately successful provincial genre painter, recognized in Delft and The Hague. Nonetheless, he produced relatively few paintings and evidently was not wealthy, leaving his wife and children in debt at his death.Vermeer worked slowly and with great care, and frequently used very expensive pigments. He is particularly renowned for his masterly treatment and use of light in his work. ""Almost all his paintings,"" Hans Koningsberger wrote, ""are apparently set in two smallish rooms in his house in Delft; they show the same furniture and decorations in various arrangements and they often portray the same people, mostly women.","johannes vermeer ( vər-meer , vər-mair , dutch : [ vərˈmeːr ] , see ; october 1632 – december 1675 ) dutch baroque period painter specialized domestic interior scenes middle class life . lifetime , moderately successful provincial genre painter , recognized delft hague . nonetheless , produced relatively paintings evidently wealthy , leaving wife children debt death.vermeer worked slowly great care , frequently used expensive pigments . particularly renowned masterly treatment use light work . `` almost paintings , '' hans koningsberger wrote , `` apparently set two smallish rooms house delft ; show furniture decorations various arrangements often portray people , mostly women .",Dutch painter,dutch painter,A,painter
Gilbert_Stuart,"Gilbert Charles Stuart (born Stewart; December 3, 1755 – July 9, 1828) was an American painter from Rhode Island Colony who is widely considered one of America's foremost portraitists. His best-known work is an unfinished portrait of George Washington, begun in 1796, which is sometimes referred to as the Athenaeum Portrait. Stuart retained the portrait and used it to paint scores of copies that were commissioned by patrons in America and abroad. The image of George Washington featured in the painting has appeared on the United States one-dollar bill for more than a century and on various postage stamps of the 19th century and early 20th century.Stuart produced portraits of more than 1,000 people, including the first six Presidents. His work can be found today at art museums throughout the United States and the United Kingdom, most notably the Metropolitan Museum of Art and Frick Collection in New York City, the National Gallery of Art in Washington, D.C., the National Portrait Gallery, London, Worcester Art Museum in Massachusetts, and the Museum of Fine Arts, Boston.","gilbert charles stuart ( born stewart ; december 3 , 1755 – july 9 , 1828 ) american painter rhode island colony widely considered one america 's foremost portraitists . best-known work unfinished portrait george washington , begun 1796 , sometimes referred athenaeum portrait . stuart retained portrait used paint scores copies commissioned patrons america abroad . image george washington featured painting appeared united states one-dollar bill century various postage stamps 19th century early 20th century.stuart produced portraits 1,000 people , including first six presidents . work found today art museums throughout united states united kingdom , notably metropolitan museum art frick collection new york city , national gallery art washington , d.c. , national portrait gallery , london , worcester art museum massachusetts , museum fine arts , boston .",American portrait painter (1755-1828),american portrait painter ( 1755-1828 ),A,painter
Edvard_Munch,"Edvard Munch ( MUUNK; Norwegian: [ˈɛ̀dvɑʈ ˈmʊŋk] (listen); 12 December 1863 – 23 January 1944) was a Norwegian painter. His best known work, The Scream, has become one of the iconic images of world art. His childhood was overshadowed by illness, bereavement and the dread of inheriting a mental condition that ran in the family. Studying at the Royal School of Art and Design in Kristiania (today's Oslo), Munch began to live a bohemian life under the influence of the nihilist Hans Jæger, who urged him to paint his own emotional and psychological state ('soul painting'). From this emerged his distinctive style.","edvard munch ( muunk ; norwegian : [ ˈɛ̀dvɑʈ ˈmʊŋk ] ( listen ) ; 12 december 1863 – 23 january 1944 ) norwegian painter . best known work , scream , become one iconic images world art . childhood overshadowed illness , bereavement dread inheriting mental condition ran family . studying royal school art design kristiania ( today 's oslo ) , munch began live bohemian life influence nihilist hans jæger , urged paint emotional psychological state ( 'soul painting ' ) . emerged distinctive style .",Norwegian painter and printmaker (1863-1944),norwegian painter printmaker ( 1863-1944 ),A,painter
William_Blake,"William Blake (28 November 1757 – 12 August 1827) was an English poet, painter, and printmaker. Largely unrecognised during his lifetime, Blake is now considered a seminal figure in the history of the poetry and visual arts of the Romantic Age. What he called his prophetic works were said by 20th-century critic Northrop Frye to form ""what is in proportion to its merits the least read body of poetry in the English language"". His visual artistry led 21st-century critic Jonathan Jones to proclaim him ""far and away the greatest artist Britain has ever produced"". In 2002, Blake was placed at number 38 in the BBC's poll of the 100 Greatest Britons.","william blake ( 28 november 1757 – 12 august 1827 ) english poet , painter , printmaker . largely unrecognised lifetime , blake considered seminal figure history poetry visual arts romantic age . called prophetic works said 20th-century critic northrop frye form `` proportion merits least read body poetry english language '' . visual artistry led 21st-century critic jonathan jones proclaim `` far away greatest artist britain ever produced '' . 2002 , blake placed number 38 bbc 's poll 100 greatest britons .",English Romantic poet and artist (1757-1827),english romantic poet artist ( 1757-1827 ),A,painter
Nicolas_Poussin,"Nicolas Poussin (UK: , US: , French: [nikɔlɑ pusɛ̃]; June 1594 – 19 November 1665) was the leading painter of the classical French Baroque style, although he spent most of his working life in Rome. Most of his works were on religious and mythological subjects painted for a small group of Italian and French collectors. He returned to Paris for a brief period to serve as First Painter to the King under Louis XIII and Cardinal Richelieu, but soon returned to Rome and resumed his more traditional themes. In his later years he gave growing prominence to the landscapes in his pictures. His work is characterized by clarity, logic, and order, and favors line over color.","nicolas poussin ( uk : , us : , french : [ nikɔlɑ pusɛ̃ ] ; june 1594 – 19 november 1665 ) leading painter classical french baroque style , although spent working life rome . works religious mythological subjects painted small group italian french collectors . returned paris brief period serve first painter king louis xiii cardinal richelieu , soon returned rome resumed traditional themes . later years gave growing prominence landscapes pictures . work characterized clarity , logic , order , favors line color .",French painter (1594-1665),french painter ( 1594-1665 ),A,painter
Caravaggio,"Caravaggio, whose actual name was Michelangelo Merisi (Michele Angelo Merigi or Amerighi) da Caravaggio (, US: , Italian pronunciation: [mikeˈlandʒelo meˈriːzi da kkaraˈvaddʒo]; 29 September 1571 – 18 July 1610), was an Italian painter active in Rome for most of his artistic life. During the final four years of his life he moved between Naples, Malta, and Sicily until his death. His paintings combine a realistic observation of the human state, both physical and emotional, with a dramatic use of lighting, which had a formative influence on Baroque painting.Caravaggio employed close physical observation with a dramatic use of chiaroscuro that came to be known as tenebrism. He made the technique a dominant stylistic element, darkening shadows and transfixing subjects in bright shafts of light. Caravaggio vividly expressed crucial moments and scenes, often featuring violent struggles, torture, and death.","caravaggio , whose actual name michelangelo merisi ( michele angelo merigi amerighi ) da caravaggio ( , us : , italian pronunciation : [ mikeˈlandʒelo meˈriːzi da kkaraˈvaddʒo ] ; 29 september 1571 – 18 july 1610 ) , italian painter active rome artistic life . final four years life moved naples , malta , sicily death . paintings combine realistic observation human state , physical emotional , dramatic use lighting , formative influence baroque painting.caravaggio employed close physical observation dramatic use chiaroscuro came known tenebrism . made technique dominant stylistic element , darkening shadows transfixing subjects bright shafts light . caravaggio vividly expressed crucial moments scenes , often featuring violent struggles , torture , death .",Italian painter,italian painter,A,painter
Defendente_Ferrari,"Defendente Ferrari (c. 1480/1485  – c. 1540) was an Italian painter active in Piedmont. His work marks the transition from late Gothic traditions to Renaissance art in the region. Ferrari was born at Chivasso, near Turin. Here he trained and initially worked in the workshop of Giovanni Martino Spanzotti. Spanzotti had been the pre-eminent painter in western Piedmont after moving to Chivasso c. 1502.","defendente ferrari ( c. 1480/1485 – c. 1540 ) italian painter active piedmont . work marks transition late gothic traditions renaissance art region . ferrari born chivasso , near turin . trained initially worked workshop giovanni martino spanzotti . spanzotti pre-eminent painter western piedmont moving chivasso c. 1502 .",Italian painter (1490-1540),italian painter ( 1490-1540 ),A,painter
